key,id_type,id,title,year,venue,cluster,tier,verified_at,verification_source,url
"qwenteam2026qwenagent","url","https://github.com/QwenLM/Qwen-Agent","Qwen-Agent","2026","GitHub repository (Apache-2.0)","C11-labs-cn","optional","2026-09-03T07:19:57Z","https://github.com/QwenLM/Qwen-Agent","https://github.com/QwenLM/Qwen-Agent"
"qwenteam2026qwencodesubagents","url","https://qwenlm.github.io/qwen-code-docs/en/users/features/sub-agents/","Subagents | Qwen Code Docs","2026","Qwen Code documentation (Alibaba Cloud Qwen), online","C11-labs-cn","must","2026-09-03T06:56:18Z","https://qwenlm.github.io/qwen-code-docs/en/users/features/sub-agents/","https://qwenlm.github.io/qwen-code-docs/en/users/features/sub-agents/"
"tencenthunyuan2026hy3","url","https://github.com/Tencent-Hunyuan/Hy3","Hy3","2026","GitHub repository (Apache-2.0), model repository","C11-labs-cn","optional","2026-09-03T07:19:57Z","https://github.com/Tencent-Hunyuan/Hy3","https://github.com/Tencent-Hunyuan/Hy3"
"tencentyoutu2026youtuagent","url","https://github.com/TencentCloudADP/youtu-agent","Youtu-Agent: A simple yet powerful agent framework that delivers with open-source models","2026","GitHub repository, online","C11-labs-cn","optional","2026-09-03T06:56:19Z","https://github.com/TencentCloudADP/youtu-agent","https://github.com/TencentCloudADP/youtu-agent"
"zai2026glm53","url","https://docs.z.ai/guides/llm/glm-5.3","GLM-5.3","2026","Z.ai developer documentation, Overview page","C11-labs-cn","optional","2026-09-03T07:19:57Z","https://docs.z.ai/guides/llm/glm-5.3","https://docs.z.ai/guides/llm/glm-5.3"
"zeng2026glm5","arxiv","2602.15763","GLM-5: from Vibe Coding to Agentic Engineering","2026","arXiv preprint arXiv:2602.15763","C11-labs-cn","should","2026-09-03T06:53:48Z","https://export.arxiv.org/api/query?id_list=2602.15763","https://arxiv.org/abs/2602.15763"
"bytedanceseed2025seed15thinking","arxiv","2504.13914","Seed1.5-Thinking: Advancing Superb Reasoning Models with Reinforcement Learning","2025","arXiv preprint arXiv:2504.13914","C11-labs-cn","optional","2026-09-03T06:52:20Z","https://export.arxiv.org/api/query?id_list=2504.13914","https://arxiv.org/abs/2504.13914"
"bytedanceseed2025seedoss","url","https://github.com/ByteDance-Seed/seed-oss","Seed-OSS Open-Source Models","2025","GitHub repository (Apache-2.0), released 2025-08-20","C11-labs-cn","should","2026-09-03T06:56:16Z","https://github.com/ByteDance-Seed/seed-oss","https://github.com/ByteDance-Seed/seed-oss"
"deepseekai2025v32","arxiv","2512.02556","DeepSeek-V3.2: Pushing the Frontier of Open Large Language Models","2025","arXiv preprint arXiv:2512.02556","C11-labs-cn","should","2026-09-03T06:53:40Z","https://export.arxiv.org/api/query?id_list=2512.02556","https://arxiv.org/abs/2512.02556"
"guo2025deepseekr1","doi","10.1038/s41586-025-09422-z","DeepSeek-R1 incentivizes reasoning in LLMs through reinforcement learning","2025","Nature, vol. 645, pp. 633-638","C11-labs-cn","optional","2026-09-03T06:55:02Z","https://api.crossref.org/works/10.1038/s41586-025-09422-z","https://doi.org/10.1038/s41586-025-09422-z"
"kimiteam2025k2","arxiv","2507.20534","Kimi K2: Open Agentic Intelligence","2025","arXiv preprint arXiv:2507.20534","C11-labs-cn","should","2026-09-03T06:52:19Z","https://export.arxiv.org/api/query?id_list=2507.20534","https://arxiv.org/abs/2507.20534"
"kimiteam2025researcher","url","https://moonshotai.github.io/Kimi-Researcher/","Kimi-Researcher: End-to-End RL Training for Emerging Agentic Capabilities","2025","Moonshot AI project page (blog post, 2025-06-20)","C11-labs-cn","optional","2026-09-03T06:56:17Z","https://moonshotai.github.io/Kimi-Researcher/","https://moonshotai.github.io/Kimi-Researcher/"
"minimax2025m1","arxiv","2506.13585","MiniMax-M1: Scaling Test-Time Compute Efficiently with Lightning Attention","2025","arXiv preprint arXiv:2506.13585","C11-labs-cn","optional","2026-09-03T06:52:55Z","https://export.arxiv.org/api/query?id_list=2506.13585","https://arxiv.org/abs/2506.13585"
"yang2025qwen3","arxiv","2505.09388","Qwen3 Technical Report","2025","arXiv preprint arXiv:2505.09388","C11-labs-cn","should","2026-09-03T06:52:19Z","https://export.arxiv.org/api/query?id_list=2505.09388","https://arxiv.org/abs/2505.09388"
"zeng2025glm45","arxiv","2508.06471","GLM-4.5: Agentic, Reasoning, and Coding (ARC) Foundation Models","2025","arXiv preprint arXiv:2508.06471","C11-labs-cn","should","2026-09-03T06:52:48Z","https://export.arxiv.org/api/query?id_list=2508.06471","https://arxiv.org/abs/2508.06471"
"deepseekai2024v3","arxiv","2412.19437","DeepSeek-V3 Technical Report","2024","arXiv preprint arXiv:2412.19437","C11-labs-cn","optional","2026-09-03T06:52:19Z","https://export.arxiv.org/api/query?id_list=2412.19437","https://arxiv.org/abs/2412.19437"
"liu2024autoglm","arxiv","2411.00820","AutoGLM: Autonomous Foundation Agents for GUIs","2024","arXiv preprint arXiv:2411.00820","C11-labs-cn","optional","2026-09-03T06:52:51Z","https://export.arxiv.org/api/query?id_list=2411.00820","https://arxiv.org/abs/2411.00820"
"liu2023agentbench","arxiv","2308.03688","AgentBench: Evaluating LLMs as Agents","2023","arXiv preprint arXiv:2308.03688","C11-labs-cn","optional","2026-09-03T06:52:19Z","https://export.arxiv.org/api/query?id_list=2308.03688","https://arxiv.org/abs/2308.03688"
"agostino2026herdingcats","arxiv","2603.20380","Herding CATs: ALARA for Agent Harness Engineering in Portable Composable Multi-Agent Teams","2026","arXiv preprint; comment: Accepted to HAXD 2026","C11-labs-us","should","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2603.20380 (v2, 15 May 2026; comment: Accepted to HAXD 2026, 8 pages, 6 figures)","https://arxiv.org/abs/2603.20380"
"anthropic2026cardclaude","url","https://www-cdn.anthropic.com/ceaf5c7ff2783855203fde8208ec311252dced5b/Claude%20Opus%205%20System%20Card.pdf","System Card: Claude Opus 5","2026","Anthropic system card, July 24, 2026 (changelog dated August 19, 2026), PDF","C11-labs-us","must","2026-09-03T20:21:58Z","PDF downloaded (HTTP 200, 16.3 MB) and pdftotext; title page 'System Card: Claude Opus 5, July 24, 2026'; quoted passages located at Section 6.3 (scope creep), Section 6.1.3 Transcript 6.1.3.A (subagent claim relay), and Section 8.11 harness description (async subagents)","https://www-cdn.anthropic.com/ceaf5c7ff2783855203fde8208ec311252dced5b/Claude%20Opus%205%20System%20Card.pdf"
"anthropic2026orchestratesubagents","url","https://code.claude.com/docs/en/workflows","Orchestrate subagents at scale with dynamic workflows","2026","Claude Code documentation (code.claude.com), undated page","C11-labs-us","should","2026-09-03T20:21:58Z","WebFetch of the page; title, 'who holds the plan' comparison table and 'How a workflow runs' section read verbatim","https://code.claude.com/docs/en/workflows"
"anthropic2026subagents","url","https://code.claude.com/docs/en/sub-agents","Create custom subagents","2026","Claude Code documentation","C11-labs-us","must","2026-09-03T06:52:58Z","https://code.claude.com/docs/en/sub-agents","https://code.claude.com/docs/en/sub-agents"
"anthropic2026subagentssdk","url","https://code.claude.com/docs/en/agent-sdk/subagents","Subagents in the SDK","2026","Claude Agent SDK documentation (code.claude.com), undated page","C11-labs-us","must","2026-09-03T20:21:58Z","WebFetch of the page; title and the 'What subagents inherit' table read verbatim","https://code.claude.com/docs/en/agent-sdk/subagents"
"anthropicsclaudecode2026release210","url","https://github.com/anthropics/claude-code/releases/tag/v2.1.210","Release v2.1.210 (anthropics/claude-code)","2026","GitHub release notes, anthropics/claude-code, tag v2.1.210, 14 Jul 2026","C11-labs-us","should","2026-09-03T22:41:11Z","WebFetch of https://github.com/anthropics/claude-code/releases/tag/v2.1.210 (2026-09-03); page shows tag v2.1.210 published 14 Jul; verbatim line 'Hardened the Agent tool against indirect prompt injection via content a subagent read'","https://github.com/anthropics/claude-code/releases/tag/v2.1.210"
"antigravity2026subagentsgoogle","url","https://antigravity.google/docs/subagents/","Subagents | Google Antigravity Docs","2026","Google Antigravity documentation (antigravity.google/docs), Antigravity 2.0 v2.12.2","C11-labs-us","should","2026-09-03T22:41:11Z","Page fetched directly (curl, 200); title tag matches; 'does not inherit the parent's existing conversation history (context window), starting with a clean slate', agent-conversation-ID messaging with parent/subagent/peer routing, idle-state 'result message to its parent agent' located verbatim; page header shows v2.12.2 rather than the candidate's v2.12.0","https://antigravity.google/docs/subagents/"
"barbaste2026harnessengineering","arxiv","2609.00006","Harness Engineering: Anatomy, Architecture, and Evolution of Coding Agents -- A Source-Code Study of Eleven Systems","2026","arXiv preprint (cs.SE, cs.MA); 83 pages, 7 figures, 18 tables; second, substantially expanded edition of an April 2026 study","C11-labs-us","must","2026-09-03T22:41:11Z","arXiv abs page 2609.00006 (dateline 'Submitted on 15 Jul 2026' despite the 2609 identifier; citation_date 2026/07/15); title, authors, comment and abstract read","https://arxiv.org/abs/2609.00006"
"chen2026buildinguse","url","https://claude.com/blog/building-multi-agent-systems-when-and-how-to-use-them","Building multi-agent systems: When and how to use them","2026","Claude (Anthropic) blog","C11-labs-us","should","2026-09-03T19:57:24Z","WebFetch of the URL on 2026-09-03: title, byline Cara Phillips with named contributors, date January 23, 2026. No arXiv or Crossref record.","https://claude.com/blog/building-multi-agent-systems-when-and-how-to-use-them"
"choi2026datainjection","arxiv","2607.05120","Agent Data Injection Attacks are Realistic Threats to AI Agents","2026","arXiv preprint (cs.CR; cs.AI), submitted 6 Jul 2026; comments: 19 pages, 19 figures, 7 tables","C11-labs-us","should","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2607.05120 (curl, 2026-09-03)","https://arxiv.org/abs/2607.05120"
"cursor2026subagentscursor","url","https://cursor.com/docs/subagents","Subagents | Cursor Docs","2026","cursor.com/docs","C11-labs-us","should","2026-09-03T22:41:11Z","curl https://cursor.com/docs/subagents (HTTP 200, <title> matches; page text retrieved 2026-09-03)","https://cursor.com/docs/subagents"
"dantuluri2026delegationwithout","arxiv","2609.00267","Delegation Without Trust: An Empirical Gap Analysis of Identity, Authorization, and Runtime Governance in Multi-Agent LLM Systems","2026","arXiv preprint","C11-labs-us","should","2026-09-03T20:21:58Z","arXiv abs page (submitted 31 Aug 2026; comment '14 pages, 1 figure, 4 tables'; no journal_ref)","https://arxiv.org/abs/2609.00267"
"documentation2026contextengineering","url","https://docs.langchain.com/oss/python/deepagents/context-engineering","Context engineering in Deep Agents","2026","LangChain Deep Agents documentation","C11-labs-us","optional","2026-09-03T19:57:24Z","WebFetch of the URL on 2026-09-03: page title matches; no byline, version or date printed on the page. No arXiv or Crossref record.","https://docs.langchain.com/oss/python/deepagents/context-engineering"
"documentation2026orchestrateteams","url","https://code.claude.com/docs/en/agent-teams","Orchestrate teams of Claude Code sessions","2026","Claude Code documentation (page states it describes agent teams as of v2.1.178)","C11-labs-us","must","2026-09-03T19:57:24Z","WebFetch of the URL on 2026-09-03: title matches; page carries a note 'This page describes agent teams as of v2.1.178'. No arXiv or Crossref record.","https://code.claude.com/docs/en/agent-teams"
"galster2026harnessengineering","arxiv","2602.14690","Harness Engineering for Agentic AI Coding Tools: An Exploratory Study","2026","arXiv preprint (cs.SE), v5 30 Jun 2026; comment states it is based on 'Configuring Agentic AI Coding Tools: An Exploratory Study', Proceedings of the 3rd ACM/IEEE International Conference on AI-powered Software (AIware 2026)","C11-labs-us","should","2026-09-03T19:57:24Z","arXiv API export.arxiv.org id_list=2602.14690 (v5, published 2026-02-16, updated 2026-06-30; comment '10 pages, 7 figures, 3 tables, based on ""Configuring Agentic AI Coding Tools: An Exploratory Study"" published in Proceedings of ... AIware 2026'); candidate's 'v5 16 Feb 2026' is the v1 date","https://arxiv.org/abs/2602.14690"
"google2026adkcollaboration","url","https://adk.dev/workflows/collaboration/","Collaborative workflows - Agent Development Kit (ADK)","2026","Agent Development Kit documentation","C11-labs-us","must","2026-09-03T06:59:50Z","https://adk.dev/workflows/collaboration/","https://adk.dev/workflows/collaboration/"
"google2026deepresearchagent","url","https://ai.google.dev/gemini-api/docs/deep-research","Gemini Deep Research agent","2026","Gemini API documentation, Google AI for Developers, last updated 26 August 2026","C11-labs-us","optional","2026-09-03T07:19:27Z","https://ai.google.dev/gemini-api/docs/deep-research (title tag, agent id in code samples, 'Last updated 2026-08-26 UTC' footer)","https://ai.google.dev/gemini-api/docs/deep-research"
"google2026subagentsgemini","url","https://geminicli.com/docs/core/subagents/","Subagents | Gemini CLI","2026","Gemini CLI documentation (geminicli.com), last updated Jun 8, 2026","C11-labs-us","should","2026-09-03T20:21:58Z","WebFetch of https://geminicli.com/docs/core/subagents/ (page title matches; 'Last updated: Jun 8, 2026' printed on page)","https://geminicli.com/docs/core/subagents/"
"gottweis2026coscientist","doi","10.1038/s41586-026-10644-y","Accelerating scientific discovery with Co-Scientist","2026","Nature, vol. 655, no. 8122, pp. 487-496","C11-labs-us","must","2026-09-03T07:19:27Z","https://api.crossref.org/works/10.1038/s41586-026-10644-y (title, authors, venue, date); https://export.arxiv.org/api/query?id_list=2502.18864 (preprint record and title change); https://arxiv.org/html/2502.18864v1 (architecture text)","https://doi.org/10.1038/s41586-026-10644-y"
"hughes2026builtclaude","url","https://www.anthropic.com/engineering/claude-code-auto-mode","How we built Claude Code auto mode: a safer way to skip permissions","2026","Anthropic Engineering blog, March 25, 2026","C11-labs-us","should","2026-09-03T20:21:58Z","WebFetch of the page; title, byline 'John Hughes' and date 'March 25, 2026' as printed","https://www.anthropic.com/engineering/claude-code-auto-mode"
"jiahong2026empirelong","arxiv","2608.23953","The Empire, Long Divided, Must Unite: Architectural Convergence in Three LLM Agent Harnesses","2026","arXiv preprint (cs.SE, cs.AI, cs.CE)","C11-labs-us","should","2026-09-03T22:41:11Z","arXiv API export.arxiv.org/api/query?id_list=2608.23953 (v1, published 2026-08-25)","https://arxiv.org/abs/2608.23953"
"jphreid2026scopecreep","url","https://github.com/github/copilot-cli/issues/3655","Scope creep in autopilot: agent self-answers its own clarifying questions and executes/installs unrequested actions even after explicit ""stop""","2026","GitHub issue #3655, github/copilot-cli (state OPEN, labels area:permissions, area:agents)","C11-labs-us","optional","2026-09-03T19:57:24Z","gh issue view 3655 -R github/copilot-cli (title, author login jphreid, createdAt 2026-06-03T13:26:31Z, body)","https://github.com/github/copilot-cli/issues/3655"
"konstantinova2026passingcontext","url","https://devblogs.microsoft.com/ise/a2a-context-passing-multi-agent-systems/","Passing Context Between Agents in Multi-Agent A2A Systems","2026","Microsoft ISE Developer Blog","C11-labs-us","optional","2026-09-03T19:57:24Z","WebFetch of the URL on 2026-09-03: title, bylines Olha Konstantinova and Scott Grosenick, date June 26, 2026. No arXiv or Crossref record.","https://devblogs.microsoft.com/ise/a2a-context-passing-multi-agent-systems/"
"li2026contextcontext","arxiv","2609.01222","What's in Your Agent's Context? Context Privilege Escalation Attacks against AI Agent Harness","2026","arXiv preprint (submitted 1 Sep 2026, revised 2 Sep 2026)","C11-labs-us","must","2026-09-03T22:41:11Z","arXiv export API record for 2609.01222 (title, authors, dates, abstract)","https://arxiv.org/abs/2609.01222"
"manuelapmsft2026orchestrationpatterns","url","https://learn.microsoft.com/en-us/microsoft-copilot-studio/guidance/multi-agent-patterns","Multi-agent orchestration patterns and best practices - Microsoft Copilot Studio | Microsoft Learn","2026","Microsoft Learn (Microsoft Copilot Studio guidance), ms.date 2026-05-21, updated 2026-08-28","C11-labs-us","must","2026-09-03T20:21:58Z","Page fetched at https://learn.microsoft.com/en-us/microsoft-copilot-studio/guidance/multi-agent-patterns; page metadata author manuelap-msft, ms.author remidyon, ms.date 2026-05-21, updated_at 2026-08-28; source repo MicrosoftDocs/businessapps-copilot-docs-pr commit 3b8dac1","https://learn.microsoft.com/en-us/microsoft-copilot-studio/guidance/multi-agent-patterns"
"meta2026musecode","url","https://research.meta.ai/blog/introducing-muse-code-and-muse-spark-1-2","Introducing Muse Code and Muse Spark 1.2","2026","Meta AI Research blog","C11-labs-us","should","2026-09-03T06:56:17Z","https://research.meta.ai/blog/introducing-muse-code-and-muse-spark-1-2","https://research.meta.ai/blog/introducing-muse-code-and-muse-spark-1-2"
"meta2026musecodeextending","url","https://dev.meta.ai/docs/muse-code/extending","Extending and automating","2026","Muse Code documentation (Meta Model API docs)","C11-labs-us","should","2026-09-03T07:19:57Z","https://dev.meta.ai/docs/muse-code/extending.md","https://dev.meta.ai/docs/muse-code/extending"
"meta2026musespark","url","https://about.fb.com/news/2026/04/introducing-muse-spark-meta-superintelligence-labs/","Introducing Muse Spark: MSL's First Model, Purpose-Built to Prioritize People","2026","Meta Newsroom","C11-labs-us","optional","2026-09-03T06:52:58Z","https://about.fb.com/news/2026/04/introducing-muse-spark-meta-superintelligence-labs/","https://about.fb.com/news/2026/04/introducing-muse-spark-meta-superintelligence-labs/"
"meta2026musespark11","url","https://ai.meta.com/blog/introducing-muse-spark-meta-model-api/","Introducing Muse Spark 1.1","2026","Meta AI blog","C11-labs-us","should","2026-09-03T06:54:31Z","https://ai.meta.com/blog/introducing-muse-spark-meta-model-api/","https://ai.meta.com/blog/introducing-muse-spark-meta-model-api/"
"meta2026musespark13","url","https://developer.meta.com/ai/models/muse-spark/","Muse Spark 1.3","2026","Meta developer model page","C11-labs-us","must","2026-09-03T07:19:57Z","https://developer.meta.com/ai/models/muse-spark/","https://developer.meta.com/ai/models/muse-spark/"
"meta2026orchestration","url","https://dev.meta.ai/docs/cookbook/multi-agent-orchestration","Multi-agent orchestration","2026","dev.meta.ai/docs/cookbook (Meta Model API cookbook, Hermes harness)","C11-labs-us","should","2026-09-03T22:41:11Z","curl https://dev.meta.ai/docs/cookbook/multi-agent-orchestration.md (HTTP 200; front-matter title 'Multi-agent orchestration'; markdown read 2026-09-03) plus WebFetch of the HTML page. The candidate's title wording differs from the page title; the record title is 'Multi-agent orchestration'.","https://dev.meta.ai/docs/cookbook/multi-agent-orchestration"
"meta2026subagentfanout","url","https://dev.meta.ai/docs/cookbook/subagent-fanout","Subagent fanout","2026","dev.meta.ai/docs/cookbook (Muse Code recipe)","C11-labs-us","should","2026-09-03T22:41:11Z","curl https://dev.meta.ai/docs/cookbook/subagent-fanout.md (HTTP 200; front-matter title 'Subagent fanout'; markdown read 2026-09-03) plus WebFetch of the HTML page","https://dev.meta.ai/docs/cookbook/subagent-fanout"
"microsoft2026handoff","url","https://learn.microsoft.com/en-us/agent-framework/workflows/orchestrations/handoff","Microsoft Agent Framework Workflows Orchestrations - Handoff","2026","Microsoft Learn (Agent Framework documentation)","C11-labs-us","should","2026-09-03T07:19:57Z","https://learn.microsoft.com/en-us/agent-framework/workflows/orchestrations/handoff","https://learn.microsoft.com/en-us/agent-framework/workflows/orchestrations/handoff"
"microsoft2026magentic","url","https://learn.microsoft.com/en-us/agent-framework/workflows/orchestrations/magentic","Microsoft Agent Framework Workflows Orchestrations - Magentic","2026","Microsoft Learn (Agent Framework documentation)","C11-labs-us","optional","2026-09-03T07:19:57Z","https://learn.microsoft.com/en-us/agent-framework/workflows/orchestrations/magentic","https://learn.microsoft.com/en-us/agent-framework/workflows/orchestrations/magentic"
"minimax2026minimaxteam","url","https://www.minimax.io/blog/minimax-agent-team-long-running-1779893953","MiniMax Agent Team: Built for Long-Running Tasks and Continuous Evolution","2026","MiniMax blog (minimax.io), 2026-05-27","C11-labs-us","optional","2026-09-03T22:41:11Z","Page fetched directly (curl, 200); title tag matches and page shows date 2026-05-27; Leader/Worker/Verifier flow, 'a clear work brief: requirements, relevant files, project constraints, and forbidden actions', and Team Engine state machine over producing, verifying, done located verbatim","https://www.minimax.io/blog/minimax-agent-team-long-running-1779893953"
"openai2026autoreview","url","https://learn.chatgpt.com/docs/sandboxing/auto-review.md","Auto-review","2026","Codex documentation, sandboxing section (learn.chatgpt.com), undated","C11-labs-us","optional","2026-09-03T20:21:58Z","WebFetch of https://learn.chatgpt.com/docs/sandboxing/auto-review.md (page title matches; no date or author printed, publisher inferred from site)","https://learn.chatgpt.com/docs/sandboxing/auto-review.md"
"openai2026handoffs","url","https://openai.github.io/openai-agents-python/handoffs/","Handoffs","2026","OpenAI Agents SDK documentation","C11-labs-us","must","2026-09-03T06:52:58Z","https://openai.github.io/openai-agents-python/handoffs/","https://openai.github.io/openai-agents-python/handoffs/"
"openai2026openaiapi","url","https://developers.openai.com/api/docs/guides/responses-multi-agent","Multi-agent | OpenAI API","2026","OpenAI API documentation (developers.openai.com), Responses API guide","C11-labs-us","must","2026-09-03T22:41:11Z","Page fetched directly (curl, 200); title tag matches; fork_turns parameter, NEW_TASK | MESSAGE | FINAL_ANSWER envelope, and 'Multi-agent is available as a beta feature with all GPT-5.6 models' located verbatim","https://developers.openai.com/api/docs/guides/responses-multi-agent"
"openai2026orchestration","url","https://openai.github.io/openai-agents-python/multi_agent/","Agent orchestration","2026","OpenAI Agents SDK documentation","C11-labs-us","optional","2026-09-03T06:54:31Z","https://openai.github.io/openai-agents-python/multi_agent/","https://openai.github.io/openai-agents-python/multi_agent/"
"openai2026subagents","url","https://learn.chatgpt.com/docs/agent-configuration/subagents.md","Subagents","2026","ChatGPT Work and Codex documentation (learn.chatgpt.com), undated","C11-labs-us","should","2026-09-03T20:21:58Z","WebFetch of https://learn.chatgpt.com/docs/agent-configuration/subagents.md (page title matches; no date or author printed, publisher inferred from site)","https://learn.chatgpt.com/docs/agent-configuration/subagents.md"
"openai2026subagentschatgpt","url","https://learn.chatgpt.com/docs/agent-configuration/subagents","Subagents | ChatGPT Learn","2026","ChatGPT Learn documentation (learn.chatgpt.com), Agent configuration section","C11-labs-us","should","2026-09-03T22:41:11Z","Page fetched directly (curl, 200); title tag matches; Ultra proactive-delegation sentence, model/reasoning-effort inheritance, sandbox-policy inheritance, and 'Return summaries from subagents instead of raw intermediate output' located verbatim; grep confirms zero hits for 'fork' and 'sibling'","https://learn.chatgpt.com/docs/agent-configuration/subagents"
"osmani2026codeorchestra","url","https://addyosmani.com/blog/code-agent-orchestra/","The Code Agent Orchestra - what makes multi-agent coding work","2026","addyosmani.com, 26 Mar 2026","C11-labs-us","should","2026-09-03T19:57:24Z","WebFetch of the addyosmani.com page: title, author Addy Osmani, date March 26, 2026 all match","https://addyosmani.com/blog/code-agent-orchestra/"
"rajasekaran2026harnessdesign","url","https://www.anthropic.com/engineering/harness-design-long-running-apps","Harness design for long-running application development","2026","Anthropic Engineering blog","C11-labs-us","should","2026-09-03T20:21:58Z","WebFetch of https://www.anthropic.com/engineering/harness-design-long-running-apps on 2026-09-03; page title, byline (Prithvi Rajasekaran, Anthropic Labs) and date March 24, 2026 read from the page","https://www.anthropic.com/engineering/harness-design-long-running-apps"
"repository2026codexcore","url","https://raw.githubusercontent.com/openai/codex/main/codex-rs/core/src/session/multi_agents.rs","codex-rs/core/src/session/multi_agents.rs","2026","GitHub, openai/codex, branch main (source file)","C11-labs-us","should","2026-09-03T22:41:11Z","Raw file fetched (curl, 200 text/plain); DEFAULT_MULTI_AGENT_V2_ROOT_AGENT_USAGE_HINT_TEXT, DEFAULT_MULTI_AGENT_V2_SUBAGENT_USAGE_HINT_TEXT, shared-directory hint, and DEFAULT_MULTI_AGENT_V2_MODEL_OVERRIDE_USAGE_HINT_TEXT located verbatim; the candidate's 'last modified 2026-08-31' date was not checked and should be cited as an access date instead","https://raw.githubusercontent.com/openai/codex/main/codex-rs/core/src/session/multi_agents.rs"
"repository2026subagentspersonas","url","https://github.com/xai-org/grok-build/blob/main/crates/codegen/xai-grok-pager/docs/user-guide/16-subagents.md","Subagents and Personas","2026","GitHub, xai-org/grok-build, branch main, user guide chapter 16","C11-labs-us","should","2026-09-03T22:41:11Z","Raw Markdown fetched (curl, 200 text/plain); H1 'Subagents and Personas' matches; own-context-window statement, spawn_subagent parameters including resume_from and isolation, MCP inheritance of already-connected servers, and 'the maximum nesting depth is one' located verbatim","https://github.com/xai-org/grok-build/blob/main/crates/codegen/xai-grok-pager/docs/user-guide/16-subagents.md"
"research2026subagentdelegation","url","https://hermes-agent.nousresearch.com/docs/user-guide/features/delegation","Subagent Delegation | Hermes Agent","2026","Nous Research, Hermes Agent documentation","C11-labs-us","optional","2026-09-03T19:57:24Z","WebFetch of the URL on 2026-09-03: page title matches; no byline or last-updated date printed, footer shows Nous Research, 2026. No arXiv or Crossref record.","https://hermes-agent.nousresearch.com/docs/user-guide/features/delegation"
"rogers2026subagentlet","url","https://openrouter.ai/blog/announcements/subagent-server-tool/","Subagent: Let Your Model Delegate the Busywork","2026","OpenRouter blog","C11-labs-us","optional","2026-09-03T19:57:24Z","WebFetch of the URL on 2026-09-03: title, byline Kenny Rogers, date 6/16/2026. No arXiv or Crossref record.","https://openrouter.ai/blog/announcements/subagent-server-tool/"
"santosgrueiro2026ghostcontext","arxiv","2605.12535","Ghost in the Context: Policy-Carriage Integrity in LLM Agents","2026","arXiv preprint","C11-labs-us","should","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2605.12535 (v3, 1 Jul 2026; 19 pages)","https://arxiv.org/abs/2605.12535"
"team2026devinnow","url","https://cognition.com/blog/devin-can-now-manage-devins","Devin can now Manage Devins","2026","Cognition blog","C11-labs-us","should","2026-09-03T19:57:24Z","WebFetch of the URL on 2026-09-03: title, byline 'The Cognition Team', date printed 03.19.26. No arXiv or Crossref record (title search returned nothing relevant).","https://cognition.com/blog/devin-can-now-manage-devins"
"trae2026subagentsdocumentation","url","https://docs.trae.ai/ide/subagents?_lang=en","Subagents - Documentation - TRAE","2026","TRAE IDE documentation (docs.trae.ai)","C11-labs-us","optional","2026-09-03T22:41:11Z","Page fetched directly (curl, 200; content embedded in a JSON delta payload) and via the r.jina.ai render; title tag matches; 'Subagents have independent context windows. Their intermediate reasoning and execution steps do not pollute the chat history of Agent', automatic delegation when a description 'is highly relevant to the task', summarize-and-present return step, and frontmatter fields name, description, model, tools, disallowedTools, mcpServers located verbatim; no publication date shown on the page","https://docs.trae.ai/ide/subagents?_lang=en"
"williams2026orchestratorforgot","url","https://claudecodefornoncoders.substack.com/p/what-the-orchestrator-forgot-to-tell","What the Orchestrator Forgot to Tell Its Workers","2026","Claude Code for Non-Coders (Substack), 31 Mar 2026","C11-labs-us","should","2026-09-03T19:57:24Z","WebFetch of the Substack page: title, byline Daniel Williams, date March 31, 2026 all match","https://claudecodefornoncoders.substack.com/p/what-the-orchestrator-forgot-to-tell"
"xai2026multiagent","url","https://docs.x.ai/developers/model-capabilities/text/multi-agent","Multi Agent","2026","xAI developer documentation, Model Capabilities section","C11-labs-us","optional","2026-09-03T07:19:57Z","https://docs.x.ai/developers/model-capabilities/text/multi-agent","https://docs.x.ai/developers/model-capabilities/text/multi-agent"
"yan2026actuallyworking","url","https://cognition.com/blog/multi-agents-working","Multi-Agents: What's Actually Working","2026","Cognition blog","C11-labs-us","should","2026-09-03T19:57:24Z","WebFetch of https://cognition.com/blog/multi-agents-working (page title, byline Walden Yan, dated 04.22.26)","https://cognition.com/blog/multi-agents-working"
"zai2026subagentszcode","url","https://zcode.z.ai/en/docs/subagents","Subagents | ZCode Docs","2026","ZCode documentation (zcode.z.ai), ZCode for GLM-5.3","C11-labs-us","optional","2026-09-03T22:41:11Z","Page fetched directly (curl, 200); title tag matches; isolated-context Agent-tool launch, built-in general-purpose and Explore, frontmatter fields maxTurns, injectAgentsMd, mcpServers, and 'Since v3.7.1, subagents inject the user-level ~/.zcode/AGENTS.md and workspace AGENTS.md by default' located verbatim","https://zcode.z.ai/en/docs/subagents"
"he2025nondeterminism","url","https://thinkingmachines.ai/blog/defeating-nondeterminism-in-llm-inference/","Defeating Nondeterminism in LLM Inference","2025","Thinking Machines Lab blog","C11-labs-us","should","2026-09-03T06:52:58Z","https://thinkingmachines.ai/blog/defeating-nondeterminism-in-llm-inference/","https://thinkingmachines.ai/blog/defeating-nondeterminism-in-llm-inference/"
